"date","types","activities","heartRateStressScore","powerStressScore","runningStressScore","swimStressScore","finalStressScore","ctl","atl","tsb","zone","athleteSettings"
"2013-02-25","","","","","",,"",0,0,0,"Neutral",""
"2013-02-26","","","","","",,"",0,0,0,"Neutral",""
"2013-02-27","","","","","",,"",0,0,0,"Neutral",""
"2013-02-28","","","","","",,"",0,0,0,"Neutral",""
"2013-03-01","","","","","",,"",0,0,0,"Neutral",""
"2013-03-02","","","","","",,"",0,0,0,"Neutral",""
"2013-03-03","Run","Nike+ activity #2109478574","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-03-04","","","","","",,"",0,0,0,"Neutral",""
"2013-03-05","","","","","",,"",0,0,0,"Neutral",""
"2013-03-06","","","","","",,"",0,0,0,"Neutral",""
"2013-03-07","","","","","",,"",0,0,0,"Neutral",""
"2013-03-08","","","","","",,"",0,0,0,"Neutral",""
"2013-03-09","","","","","",,"",0,0,0,"Neutral",""
"2013-03-10","Run","Nike+ activity #2118478125","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-03-11","","","","","",,"",0,0,0,"Neutral",""
"2013-03-12","","","","","",,"",0,0,0,"Neutral",""
"2013-03-13","","","","","",,"",0,0,0,"Neutral",""
"2013-03-14","","","","","",,"",0,0,0,"Neutral",""
"2013-03-15","","","","","",,"",0,0,0,"Neutral",""
"2013-03-16","Run; Run","Nike+ activity #2118474235; Nike+ activity #2118477157","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-03-17","","","","","",,"",0,0,0,"Neutral",""
"2013-03-18","","","","","",,"",0,0,0,"Neutral",""
"2013-03-19","","","","","",,"",0,0,0,"Neutral",""
"2013-03-20","","","","","",,"",0,0,0,"Neutral",""
"2013-03-21","","","","","",,"",0,0,0,"Neutral",""
"2013-03-22","","","","","",,"",0,0,0,"Neutral",""
"2013-03-23","Run","Nike+ activity #2118481017","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-03-24","","","","","",,"",0,0,0,"Neutral",""
"2013-03-25","","","","","",,"",0,0,0,"Neutral",""
"2013-03-26","","","","","",,"",0,0,0,"Neutral",""
"2013-03-27","","","","","",,"",0,0,0,"Neutral",""
"2013-03-28","","","","","",,"",0,0,0,"Neutral",""
"2013-03-29","","","","","",,"",0,0,0,"Neutral",""
"2013-03-30","","","","","",,"",0,0,0,"Neutral",""
"2013-03-31","","","","","",,"",0,0,0,"Neutral",""
"2013-04-01","","","","","",,"",0,0,0,"Neutral",""
"2013-04-02","","","","","",,"",0,0,0,"Neutral",""
"2013-04-03","","","","","",,"",0,0,0,"Neutral",""
"2013-04-04","","","","","",,"",0,0,0,"Neutral",""
"2013-04-05","","","","","",,"",0,0,0,"Neutral",""
"2013-04-06","","","","","",,"",0,0,0,"Neutral",""
"2013-04-07","","","","","",,"",0,0,0,"Neutral",""
"2013-04-08","","","","","",,"",0,0,0,"Neutral",""
"2013-04-09","","","","","",,"",0,0,0,"Neutral",""
"2013-04-10","","","","","",,"",0,0,0,"Neutral",""
"2013-04-11","","","","","",,"",0,0,0,"Neutral",""
"2013-04-12","","","","","",,"",0,0,0,"Neutral",""
"2013-04-13","Run","Nike+ activity #2132303053","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-04-14","Run","Nike+ activity #2132303054","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-04-15","","","","","",,"",0,0,0,"Neutral",""
"2013-04-16","","","","","",,"",0,0,0,"Neutral",""
"2013-04-17","","","","","",,"",0,0,0,"Neutral",""
"2013-04-18","","","","","",,"",0,0,0,"Neutral",""
"2013-04-19","","","","","",,"",0,0,0,"Neutral",""
"2013-04-20","Run; Run","Nike+ activity #2132291883; Nike+ activity #2132294538","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-04-21","","","","","",,"",0,0,0,"Neutral",""
"2013-04-22","","","","","",,"",0,0,0,"Neutral",""
"2013-04-23","","","","","",,"",0,0,0,"Neutral",""
"2013-04-24","","","","","",,"",0,0,0,"Neutral",""
"2013-04-25","","","","","",,"",0,0,0,"Neutral",""
"2013-04-26","","","","","",,"",0,0,0,"Neutral",""
"2013-04-27","Run","Nike+ activity #2136206079","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-04-28","Run","Nike+ activity #2136843714","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-04-29","","","","","",,"",0,0,0,"Neutral",""
"2013-04-30","","","","","",,"",0,0,0,"Neutral",""
"2013-05-01","Run","Nike+ activity #2138653799","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-05-02","","","","","",,"",0,0,0,"Neutral",""
"2013-05-03","","","","","",,"",0,0,0,"Neutral",""
"2013-05-04","","","","","",,"",0,0,0,"Neutral",""
"2013-05-05","","","","","",,"",0,0,0,"Neutral",""
"2013-05-06","","","","","",,"",0,0,0,"Neutral",""
"2013-05-07","","","","","",,"",0,0,0,"Neutral",""
"2013-05-08","Run","Nike+ activity #17456296000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-05-09","","","","","",,"",0,0,0,"Neutral",""
"2013-05-10","","","","","",,"",0,0,0,"Neutral",""
"2013-05-11","","","","","",,"",0,0,0,"Neutral",""
"2013-05-12","","","","","",,"",0,0,0,"Neutral",""
"2013-05-13","","","","","",,"",0,0,0,"Neutral",""
"2013-05-14","","","","","",,"",0,0,0,"Neutral",""
"2013-05-15","","","","","",,"",0,0,0,"Neutral",""
"2013-05-16","","","","","",,"",0,0,0,"Neutral",""
"2013-05-17","","","","","",,"",0,0,0,"Neutral",""
"2013-05-18","Run","Nike+ activity #17456320000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-05-19","","","","","",,"",0,0,0,"Neutral",""
"2013-05-20","","","","","",,"",0,0,0,"Neutral",""
"2013-05-21","","","","","",,"",0,0,0,"Neutral",""
"2013-05-22","","","","","",,"",0,0,0,"Neutral",""
"2013-05-23","","","","","",,"",0,0,0,"Neutral",""
"2013-05-24","","","","","",,"",0,0,0,"Neutral",""
"2013-05-25","","","","","",,"",0,0,0,"Neutral",""
"2013-05-26","","","","","",,"",0,0,0,"Neutral",""
"2013-05-27","Run","Nike+ activity #17456332000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-05-28","","","","","",,"",0,0,0,"Neutral",""
"2013-05-29","","","","","",,"",0,0,0,"Neutral",""
"2013-05-30","","","","","",,"",0,0,0,"Neutral",""
"2013-05-31","","","","","",,"",0,0,0,"Neutral",""
"2013-06-01","Run","Nike+ activity #17456339000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-02","Run","Nike+ activity #20826553000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-03","","","","","",,"",0,0,0,"Neutral",""
"2013-06-04","Run","Nike+ activity #20826563000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-05","Run","Nike+ activity #20826569000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-06","","","","","",,"",0,0,0,"Neutral",""
"2013-06-07","Run","Nike+ activity #27172258000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-08","","","","","",,"",0,0,0,"Neutral",""
"2013-06-09","","","","","",,"",0,0,0,"Neutral",""
"2013-06-10","","","","","",,"",0,0,0,"Neutral",""
"2013-06-11","Run","Nike+ activity #27172274000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-12","","","","","",,"",0,0,0,"Neutral",""
"2013-06-13","","","","","",,"",0,0,0,"Neutral",""
"2013-06-14","","","","","",,"",0,0,0,"Neutral",""
"2013-06-15","","","","","",,"",0,0,0,"Neutral",""
"2013-06-16","","","","","",,"",0,0,0,"Neutral",""
"2013-06-17","","","","","",,"",0,0,0,"Neutral",""
"2013-06-18","","","","","",,"",0,0,0,"Neutral",""
"2013-06-19","","","","","",,"",0,0,0,"Neutral",""
"2013-06-20","","","","","",,"",0,0,0,"Neutral",""
"2013-06-21","","","","","",,"",0,0,0,"Neutral",""
"2013-06-22","","","","","",,"",0,0,0,"Neutral",""
"2013-06-23","","","","","",,"",0,0,0,"Neutral",""
"2013-06-24","","","","","",,"",0,0,0,"Neutral",""
"2013-06-25","Run","Nike+ activity #32473540000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-26","","","","","",,"",0,0,0,"Neutral",""
"2013-06-27","","","","","",,"",0,0,0,"Neutral",""
"2013-06-28","","","","","",,"",0,0,0,"Neutral",""
"2013-06-29","Run","Nike+ activity #34687748000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-06-30","Run","Nike+ activity #35388396000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-01","Run","Nike+ activity #37988749000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-02","","","","","",,"",0,0,0,"Neutral",""
"2013-07-03","","","","","",,"",0,0,0,"Neutral",""
"2013-07-04","Run","Nike+ activity #37988758000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-05","","","","","",,"",0,0,0,"Neutral",""
"2013-07-06","Run","Nike+ activity #39344569000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-07","","","","","",,"",0,0,0,"Neutral",""
"2013-07-08","","","","","",,"",0,0,0,"Neutral",""
"2013-07-09","Run","Nike+ activity #40977100000","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-10","","","","","",,"",0,0,0,"Neutral",""
"2013-07-11","","","","","",,"",0,0,0,"Neutral",""
"2013-07-12","","","","","",,"",0,0,0,"Neutral",""
"2013-07-13","","","","","",,"",0,0,0,"Neutral",""
"2013-07-14","Run","Nike+ activity #42481555237","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-15","Run","Nike+ activity #42481553323","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-16","Run","Nike+ activity #42483354507","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-17","","","","","",,"",0,0,0,"Neutral",""
"2013-07-18","Run","Nike+ activity #42483351816","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-19","","","","","",,"",0,0,0,"Neutral",""
"2013-07-20","Run","Nike+ activity #42484343401","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-21","Run","Nike+ activity #42484892123","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-22","","","","","",,"",0,0,0,"Neutral",""
"2013-07-23","","","","","",,"",0,0,0,"Neutral",""
"2013-07-24","","","","","",,"",0,0,0,"Neutral",""
"2013-07-25","Run","Nike+ activity #42487308128","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-26","Run","Nike+ activity #42487843042","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-27","","","","","",,"",0,0,0,"Neutral",""
"2013-07-28","Run","Nike+ activity #42488963551","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-07-29","","","","","",,"",0,0,0,"Neutral",""
"2013-07-30","","","","","",,"",0,0,0,"Neutral",""
"2013-07-31","Run","Nike+ activity #42490794525","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-01","Run; Run","Nike+ activity #42491432479; Nike+ activity #42491428736","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-02","","","","","",,"",0,0,0,"Neutral",""
"2013-08-03","","","","","",,"",0,0,0,"Neutral",""
"2013-08-04","Run","Nike+ activity #42492770961","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-05","Run","Nike+ activity #42493626346","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-06","","","","","",,"",0,0,0,"Neutral",""
"2013-08-07","","","","","",,"",0,0,0,"Neutral",""
"2013-08-08","Run","Nike+ activity #42495479844","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-09","Run","Nike+ activity #42496086743","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-10","","","","","",,"",0,0,0,"Neutral",""
"2013-08-11","","","","","",,"",0,0,0,"Neutral",""
"2013-08-12","","","","","",,"",0,0,0,"Neutral",""
"2013-08-13","","","","","",,"",0,0,0,"Neutral",""
"2013-08-14","","","","","",,"",0,0,0,"Neutral",""
"2013-08-15","Run","Nike+ activity #42499593153","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-16","","","","","",,"",0,0,0,"Neutral",""
"2013-08-17","","","","","",,"",0,0,0,"Neutral",""
"2013-08-18","","","","","",,"",0,0,0,"Neutral",""
"2013-08-19","","","","","",,"",0,0,0,"Neutral",""
"2013-08-20","","","","","",,"",0,0,0,"Neutral",""
"2013-08-21","","","","","",,"",0,0,0,"Neutral",""
"2013-08-22","Run","Nike+ activity #42503355826","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-23","","","","","",,"",0,0,0,"Neutral",""
"2013-08-24","Run","Nike+ activity #42504858162","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-25","","","","","",,"",0,0,0,"Neutral",""
"2013-08-26","","","","","",,"",0,0,0,"Neutral",""
"2013-08-27","Run","Nike+ activity #42506929812","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-28","","","","","",,"",0,0,0,"Neutral",""
"2013-08-29","","","","","",,"",0,0,0,"Neutral",""
"2013-08-30","Run","Nike+ activity #42508378002","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-08-31","Run","Nike+ activity #42509150158","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-01","Run","Nike+ activity #42509369343","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-02","","","","","",,"",0,0,0,"Neutral",""
"2013-09-03","Run","Nike+ activity #42512917305","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-04","","","","","",,"",0,0,0,"Neutral",""
"2013-09-05","","","","","",,"",0,0,0,"Neutral",""
"2013-09-06","","","","","",,"",0,0,0,"Neutral",""
"2013-09-07","Run","Nike+ activity #42512915574","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-08","Run","Nike+ activity #42513716744","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-09","","","","","",,"",0,0,0,"Neutral",""
"2013-09-10","","","","","",,"",0,0,0,"Neutral",""
"2013-09-11","","","","","",,"",0,0,0,"Neutral",""
"2013-09-12","Run","Nike+ activity #42515488742","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-13","","","","","",,"",0,0,0,"Neutral",""
"2013-09-14","","","","","",,"",0,0,0,"Neutral",""
"2013-09-15","Run","Nike+ activity #42517084244","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-16","","","","","",,"",0,0,0,"Neutral",""
"2013-09-17","","","","","",,"",0,0,0,"Neutral",""
"2013-09-18","","","","","",,"",0,0,0,"Neutral",""
"2013-09-19","","","","","",,"",0,0,0,"Neutral",""
"2013-09-20","","","","","",,"",0,0,0,"Neutral",""
"2013-09-21","Run","Nike+ activity #7984000000017923127160064810499964232712","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-22","Run","Nike+ activity #4258000000013747306630064810241410473450","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-23","","","","","",,"",0,0,0,"Neutral",""
"2013-09-24","Run","Nike+ activity #9633000000014409189270064753668056828335","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-25","","","","","",,"",0,0,0,"Neutral",""
"2013-09-26","","","","","",,"",0,0,0,"Neutral",""
"2013-09-27","","","","","",,"",0,0,0,"Neutral",""
"2013-09-28","","","","","",,"",0,0,0,"Neutral",""
"2013-09-29","Run","Nike+ activity #5913000000013926418380038572268146244022","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-09-30","Run","Nike+ activity #1470000000003727793520038570169442204885","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-10-01","","","","","",,"",0,0,0,"Neutral",""
"2013-10-02","","","","","",,"",0,0,0,"Neutral",""
"2013-10-03","Run","Nike+ activity #4899000000018988620670016575216983918608","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2013-10-04","","","","","",,"",0,0,0,"Neutral",""
"2013-10-05","","","","","",,"",0,0,0,"Neutral",""
"2013-10-06","","","","","",,"",0,0,0,"Neutral",""
"2013-10-07","","","","","",,"",0,0,0,"Neutral",""
"2013-10-08","","","","","",,"",0,0,0,"Neutral",""
"2013-10-09","","","","","",,"",0,0,0,"Neutral",""
"2013-10-10","","","","","",,"",0,0,0,"Neutral",""
"2013-10-11","","","","","",,"",0,0,0,"Neutral",""
"2013-10-12","","","","","",,"",0,0,0,"Neutral",""
"2013-10-13","","","","","",,"",0,0,0,"Neutral",""
"2013-10-14","","","","","",,"",0,0,0,"Neutral",""
"2013-10-15","","","","","",,"",0,0,0,"Neutral",""
"2013-10-16","","","","","",,"",0,0,0,"Neutral",""
"2013-10-17","","","","","",,"",0,0,0,"Neutral",""
"2013-10-18","","","","","",,"",0,0,0,"Neutral",""
"2013-10-19","","","","","",,"",0,0,0,"Neutral",""
"2013-10-20","","","","","",,"",0,0,0,"Neutral",""
"2013-10-21","","","","","",,"",0,0,0,"Neutral",""
"2013-10-22","","","","","",,"",0,0,0,"Neutral",""
"2013-10-23","","","","","",,"",0,0,0,"Neutral",""
"2013-10-24","","","","","",,"",0,0,0,"Neutral",""
"2013-10-25","","","","","",,"",0,0,0,"Neutral",""
"2013-10-26","","","","","",,"",0,0,0,"Neutral",""
"2013-10-27","","","","","",,"",0,0,0,"Neutral",""
"2013-10-28","","","","","",,"",0,0,0,"Neutral",""
"2013-10-29","","","","","",,"",0,0,0,"Neutral",""
"2013-10-30","","","","","",,"",0,0,0,"Neutral",""
"2013-10-31","","","","","",,"",0,0,0,"Neutral",""
"2013-11-01","","","","","",,"",0,0,0,"Neutral",""
"2013-11-02","","","","","",,"",0,0,0,"Neutral",""
"2013-11-03","","","","","",,"",0,0,0,"Neutral",""
"2013-11-04","","","","","",,"",0,0,0,"Neutral",""
"2013-11-05","","","","","",,"",0,0,0,"Neutral",""
"2013-11-06","","","","","",,"",0,0,0,"Neutral",""
"2013-11-07","","","","","",,"",0,0,0,"Neutral",""
"2013-11-08","","","","","",,"",0,0,0,"Neutral",""
"2013-11-09","","","","","",,"",0,0,0,"Neutral",""
"2013-11-10","","","","","",,"",0,0,0,"Neutral",""
"2013-11-11","","","","","",,"",0,0,0,"Neutral",""
"2013-11-12","","","","","",,"",0,0,0,"Neutral",""
"2013-11-13","","","","","",,"",0,0,0,"Neutral",""
"2013-11-14","","","","","",,"",0,0,0,"Neutral",""
"2013-11-15","","","","","",,"",0,0,0,"Neutral",""
"2013-11-16","","","","","",,"",0,0,0,"Neutral",""
"2013-11-17","","","","","",,"",0,0,0,"Neutral",""
"2013-11-18","","","","","",,"",0,0,0,"Neutral",""
"2013-11-19","","","","","",,"",0,0,0,"Neutral",""
"2013-11-20","","","","","",,"",0,0,0,"Neutral",""
"2013-11-21","","","","","",,"",0,0,0,"Neutral",""
"2013-11-22","","","","","",,"",0,0,0,"Neutral",""
"2013-11-23","","","","","",,"",0,0,0,"Neutral",""
"2013-11-24","","","","","",,"",0,0,0,"Neutral",""
"2013-11-25","","","","","",,"",0,0,0,"Neutral",""
"2013-11-26","","","","","",,"",0,0,0,"Neutral",""
"2013-11-27","","","","","",,"",0,0,0,"Neutral",""
"2013-11-28","","","","","",,"",0,0,0,"Neutral",""
"2013-11-29","","","","","",,"",0,0,0,"Neutral",""
"2013-11-30","","","","","",,"",0,0,0,"Neutral",""
"2013-12-01","","","","","",,"",0,0,0,"Neutral",""
"2013-12-02","","","","","",,"",0,0,0,"Neutral",""
"2013-12-03","","","","","",,"",0,0,0,"Neutral",""
"2013-12-04","","","","","",,"",0,0,0,"Neutral",""
"2013-12-05","","","","","",,"",0,0,0,"Neutral",""
"2013-12-06","","","","","",,"",0,0,0,"Neutral",""
"2013-12-07","","","","","",,"",0,0,0,"Neutral",""
"2013-12-08","","","","","",,"",0,0,0,"Neutral",""
"2013-12-09","","","","","",,"",0,0,0,"Neutral",""
"2013-12-10","","","","","",,"",0,0,0,"Neutral",""
"2013-12-11","","","","","",,"",0,0,0,"Neutral",""
"2013-12-12","","","","","",,"",0,0,0,"Neutral",""
"2013-12-13","","","","","",,"",0,0,0,"Neutral",""
"2013-12-14","","","","","",,"",0,0,0,"Neutral",""
"2013-12-15","","","","","",,"",0,0,0,"Neutral",""
"2013-12-16","","","","","",,"",0,0,0,"Neutral",""
"2013-12-17","","","","","",,"",0,0,0,"Neutral",""
"2013-12-18","","","","","",,"",0,0,0,"Neutral",""
"2013-12-19","","","","","",,"",0,0,0,"Neutral",""
"2013-12-20","","","","","",,"",0,0,0,"Neutral",""
"2013-12-21","","","","","",,"",0,0,0,"Neutral",""
"2013-12-22","","","","","",,"",0,0,0,"Neutral",""
"2013-12-23","","","","","",,"",0,0,0,"Neutral",""
"2013-12-24","","","","","",,"",0,0,0,"Neutral",""
"2013-12-25","","","","","",,"",0,0,0,"Neutral",""
"2013-12-26","","","","","",,"",0,0,0,"Neutral",""
"2013-12-27","","","","","",,"",0,0,0,"Neutral",""
"2013-12-28","","","","","",,"",0,0,0,"Neutral",""
"2013-12-29","","","","","",,"",0,0,0,"Neutral",""
"2013-12-30","","","","","",,"",0,0,0,"Neutral",""
"2013-12-31","","","","","",,"",0,0,0,"Neutral",""
"2014-01-01","","","","","",,"",0,0,0,"Neutral",""
"2014-01-02","","","","","",,"",0,0,0,"Neutral",""
"2014-01-03","","","","","",,"",0,0,0,"Neutral",""
"2014-01-04","","","","","",,"",0,0,0,"Neutral",""
"2014-01-05","","","","","",,"",0,0,0,"Neutral",""
"2014-01-06","","","","","",,"",0,0,0,"Neutral",""
"2014-01-07","","","","","",,"",0,0,0,"Neutral",""
"2014-01-08","","","","","",,"",0,0,0,"Neutral",""
"2014-01-09","","","","","",,"",0,0,0,"Neutral",""
"2014-01-10","","","","","",,"",0,0,0,"Neutral",""
"2014-01-11","","","","","",,"",0,0,0,"Neutral",""
"2014-01-12","","","","","",,"",0,0,0,"Neutral",""
"2014-01-13","","","","","",,"",0,0,0,"Neutral",""
"2014-01-14","","","","","",,"",0,0,0,"Neutral",""
"2014-01-15","","","","","",,"",0,0,0,"Neutral",""
"2014-01-16","","","","","",,"",0,0,0,"Neutral",""
"2014-01-17","","","","","",,"",0,0,0,"Neutral",""
"2014-01-18","","","","","",,"",0,0,0,"Neutral",""
"2014-01-19","","","","","",,"",0,0,0,"Neutral",""
"2014-01-20","","","","","",,"",0,0,0,"Neutral",""
"2014-01-21","","","","","",,"",0,0,0,"Neutral",""
"2014-01-22","","","","","",,"",0,0,0,"Neutral",""
"2014-01-23","","","","","",,"",0,0,0,"Neutral",""
"2014-01-24","","","","","",,"",0,0,0,"Neutral",""
"2014-01-25","","","","","",,"",0,0,0,"Neutral",""
"2014-01-26","","","","","",,"",0,0,0,"Neutral",""
"2014-01-27","","","","","",,"",0,0,0,"Neutral",""
"2014-01-28","","","","","",,"",0,0,0,"Neutral",""
"2014-01-29","","","","","",,"",0,0,0,"Neutral",""
"2014-01-30","","","","","",,"",0,0,0,"Neutral",""
"2014-01-31","","","","","",,"",0,0,0,"Neutral",""
"2014-02-01","","","","","",,"",0,0,0,"Neutral",""
"2014-02-02","","","","","",,"",0,0,0,"Neutral",""
"2014-02-03","","","","","",,"",0,0,0,"Neutral",""
"2014-02-04","","","","","",,"",0,0,0,"Neutral",""
"2014-02-05","","","","","",,"",0,0,0,"Neutral",""
"2014-02-06","","","","","",,"",0,0,0,"Neutral",""
"2014-02-07","","","","","",,"",0,0,0,"Neutral",""
"2014-02-08","","","","","",,"",0,0,0,"Neutral",""
"2014-02-09","","","","","",,"",0,0,0,"Neutral",""
"2014-02-10","","","","","",,"",0,0,0,"Neutral",""
"2014-02-11","","","","","",,"",0,0,0,"Neutral",""
"2014-02-12","","","","","",,"",0,0,0,"Neutral",""
"2014-02-13","","","","","",,"",0,0,0,"Neutral",""
"2014-02-14","","","","","",,"",0,0,0,"Neutral",""
"2014-02-15","","","","","",,"",0,0,0,"Neutral",""
"2014-02-16","","","","","",,"",0,0,0,"Neutral",""
"2014-02-17","","","","","",,"",0,0,0,"Neutral",""
"2014-02-18","","","","","",,"",0,0,0,"Neutral",""
"2014-02-19","","","","","",,"",0,0,0,"Neutral",""
"2014-02-20","","","","","",,"",0,0,0,"Neutral",""
"2014-02-21","","","","","",,"",0,0,0,"Neutral",""
"2014-02-22","","","","","",,"",0,0,0,"Neutral",""
"2014-02-23","","","","","",,"",0,0,0,"Neutral",""
"2014-02-24","","","","","",,"",0,0,0,"Neutral",""
"2014-02-25","","","","","",,"",0,0,0,"Neutral",""
"2014-02-26","","","","","",,"",0,0,0,"Neutral",""
"2014-02-27","","","","","",,"",0,0,0,"Neutral",""
"2014-02-28","","","","","",,"",0,0,0,"Neutral",""
"2014-03-01","","","","","",,"",0,0,0,"Neutral",""
"2014-03-02","","","","","",,"",0,0,0,"Neutral",""
"2014-03-03","","","","","",,"",0,0,0,"Neutral",""
"2014-03-04","","","","","",,"",0,0,0,"Neutral",""
"2014-03-05","","","","","",,"",0,0,0,"Neutral",""
"2014-03-06","","","","","",,"",0,0,0,"Neutral",""
"2014-03-07","","","","","",,"",0,0,0,"Neutral",""
"2014-03-08","Run; Run","Afternoon Run; Afternoon Run","","","",,"",0,0,0,"Neutral","Weight 62kg."
"2014-03-09","Run","Afternoon Run",97.48,"","",,97.48,2.29,12.97,0,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2014-03-10","","","","","",,"",2.23,11.24,-10.69,"Optimal",""
"2014-03-11","Run","Evening Run","","","",,"",2.18,9.75,-9.02,"Neutral","Weight 62kg."
"2014-03-12","","","","","",,"",2.13,8.45,-7.57,"Neutral",""
"2014-03-13","","","","","",,"",2.08,7.32,-6.32,"Neutral",""
"2014-03-14","Run","Evening Run","","","",,"",2.03,6.35,-5.25,"Neutral","Weight 62kg."
"2014-03-15","","","","","",,"",1.98,5.5,-4.32,"Neutral",""
"2014-03-16","Run","Morning Run","","","",,"",1.94,4.77,-3.52,"Neutral","Weight 62kg."
"2014-03-17","","","","","",,"",1.89,4.13,-2.84,"Neutral",""
"2014-03-18","","","","","",,"",1.85,3.58,-2.25,"Neutral",""
"2014-03-19","","","","","",,"",1.8,3.11,-1.74,"Neutral",""
"2014-03-20","","","","","",,"",1.76,2.69,-1.31,"Neutral",""
"2014-03-21","","","","","",,"",1.72,2.33,-0.94,"Neutral",""
"2014-03-22","Run","Morning Run","","","",,"",1.68,2.02,-0.62,"Neutral","Weight 62kg."
"2014-03-23","Run; Run","Afternoon Run; Afternoon Run",58.89,"","",,58.89,3.02,9.59,-0.35,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2014-03-24","","","","","",,"",2.95,8.31,-6.57,"Neutral",""
"2014-03-25","","","","","",,"",2.88,7.21,-5.37,"Neutral",""
"2014-03-26","","","","","",,"",2.82,6.25,-4.33,"Neutral",""
"2014-03-27","","","","","",,"",2.75,5.41,-3.44,"Neutral",""
"2014-03-28","","","","","",,"",2.68,4.69,-2.67,"Neutral",""
"2014-03-29","Run; Run","Afternoon Run; Afternoon Run","","","",,"",2.62,4.07,-2.01,"Neutral","Weight 62kg."
"2014-03-30","Run","Afternoon Run","","","",,"",2.56,3.53,-1.45,"Neutral","Weight 62kg."
"2014-03-31","","","","","",,"",2.5,3.06,-0.97,"Neutral",""
"2014-04-01","","","","","",,"",2.44,2.65,-0.56,"Neutral",""
"2014-04-02","","","","","",,"",2.38,2.29,-0.21,"Neutral",""
"2014-04-03","","","","","",,"",2.33,1.99,0.08,"Neutral",""
"2014-04-04","Run","Evening Run","","","",,"",2.27,1.72,0.33,"Neutral","Weight 62kg."
